1.6438	139.7028
3.3588	136.7015
5.5026	134.3434
5.9313	133.9146
6.1457	133.9146
9.1470	129.4127
14.0777	125.1252
20.2946	120.6232
28.0122	114.4063
36.8017	105.6168
46.6630	97.8992
54.5950	90.8248
58.4538	85.0366
65.0995	81.1778
75.6040	76.6759
82.6784	73.8890
91.6823	71.9596
99.8286	69.1727
110.3331	67.2433
119.5514	64.2420
130.9133	58.2394
143.3472	52.2368
151.9223	46.2343
162.2124	39.3742
